1771194,15.07.14,LIMS-Aliquot,668,2016-08-01,08:24:38,12,190,277
1771267,15.07.14,LIMS-Aliquot,668,2016-08-01,08:26:49,12,190,229
1771624,15.07.14,LIMS-Aliquot,668,2016-08-01,08:56:44,12,190,246
1771647,15.07.14,LIMS-Aliquot,668,2016-08-01,08:51:25,12,190,233
1771696,15.07.14,LIMS-Aliquot,668,2016-08-01,08:37:18,12,190,250
1771373,15.07.14,LIMS-Aliquot,668,2016-08-01,08:48:35,12,190,262
1771828,15.07.14,LIMS-Aliquot,668,2016-08-01,08:38:45,12,190,291
1771868,15.07.14,LIMS-Aliquot,668,2016-08-01,08:54:52,12,190,267
1771268,15.07.14,LIMS-Aliquot,668,2016-08-01,08:49:44,12,190,249
1771723,15.07.14,LIMS-Aliquot,668,2016-08-01,08:47:04,12,190,214
1771147,15.07.14,LIMS-Aliquot,668,2016-08-01,09:00:21,12,190,261
1771266,15.07.14,LIMS-Aliquot,668,2016-08-01,08:45:32,12,190,244
1771541,15.07.14,LIMS-Aliquot,668,2016-08-01,08:42:14,12,190,278
1771637,15.07.14,LIMS-Aliquot,668,2016-08-01,08:40:27,12,190,246
1771648,15.07.14,LIMS-Aliquot,668,2016-08-01,08:58:21,12,190,212
1771241,15.07.14,LIMS-Aliquot,668,2016-08-01,08:43:54,12,190,268
1771361,15.07.14,LIMS-Aliquot,668,2016-08-01,08:53:13,12,190,249
1771242,15.07.14,LIMS-Aliquot,668,2016-08-01,09:37:25,12,190,260
1771863,15.07.14,LIMS-Aliquot,668,2016-08-01,09:35:52,12,190,253
1771864,15.07.14,LIMS-Aliquot,668,2016-08-01,09:42:38,12,190,236
1771627,15.07.14,LIMS-Aliquot,668,2016-08-01,09:39:00,12,190,264
1771841,15.07.14,LIMS-Aliquot,668,2016-08-01,09:46:02,12,190,236
1771804,15.07.14,LIMS-Aliquot,668,2016-08-01,09:44:26,12,190,250
1771132,15.07.14,LIMS-Aliquot,668,2016-08-01,09:53:23,12,190,259
1771543,15.07.14,LIMS-Aliquot,668,2016-08-01,09:51:07,12,190,280
1771544,15.07.14,LIMS-Aliquot,668,2016-08-01,09:59:22,12,190,264
1771518,15.07.14,LIMS-Aliquot,668,2016-08-01,09:56:43,12,190,219
1771208,15.07.14,LIMS-Aliquot,668,2016-08-01,10:04:25,12,190,271
1771661,15.07.14,LIMS-Aliquot,668,2016-08-01,10:45:27,12,190,242
1771660,15.07.14,LIMS-Aliquot,668,2016-08-01,10:39:13,12,190,254
1771316,15.07.14,LIMS-Aliquot,668,2016-08-01,09:49:33,12,190,251
1771434,15.07.14,LIMS-Aliquot,668,2016-08-01,09:47:42,12,190,241
1771314,15.07.14,LIMS-Aliquot,668,2016-08-01,10:02:44,12,190,245
1771856,15.07.14,LIMS-Aliquot,668,2016-08-01,10:07:58,12,190,281
1771362,15.07.14,LIMS-Aliquot,668,2016-08-01,10:06:20,12,190,262
1771337,15.07.14,LIMS-Aliquot,668,2016-08-01,10:19:26,12,190,267
1771724,15.07.14,LIMS-Aliquot,668,2016-08-01,10:17:10,12,190,229
1771612,15.07.14,LIMS-Aliquot,668,2016-08-01,10:31:35,12,190,227
1771539,15.07.14,LIMS-Aliquot,668,2016-08-01,10:24:49,12,190,228
1771880,15.07.14,LIMS-Aliquot,668,2016-08-01,10:27:07,12,190,249
1771878,15.07.14,LIMS-Aliquot,668,2016-08-01,10:34:01,12,190,219
1771867,15.07.14,LIMS-Aliquot,668,2016-08-01,10:36:40,12,190,260
1771119,15.07.14,LIMS-Aliquot,668,2016-08-01,10:11:15,12,190,225
1771207,15.07.14,LIMS-Aliquot,668,2016-08-01,10:15:28,12,190,348
1771540,15.07.14,LIMS-Aliquot,668,2016-08-01,10:22:08,12,190,277
1771372,15.07.14,LIMS-Aliquot,668,2016-08-01,10:29:23,12,190,264
1771695,15.07.14,LIMS-Aliquot,668,2016-08-01,10:09:39,12,190,266
1771623,15.07.14,LIMS-Aliquot,668,2016-08-01,10:12:46,12,190,264
1771628,15.07.14,LIMS-Aliquot,668,2016-08-01,09:54:57,12,190,270
1771363,15.07.14,LIMS-Aliquot,668,2016-08-01,10:01:05,12,190,226
1771660,15.07.14,LIMS-Aliquot,668,2016-08-01,10:41:24,12,190,240
1771660,15.07.14,LIMS-Aliquot,668,2016-08-01,10:43:13,12,190,240
1771661,15.07.14,LIMS-Aliquot,668,2016-08-01,10:47:36,12,190,237
1771661,15.07.14,LIMS-Aliquot,668,2016-08-01,10:49:10,12,190,227
